Program,Pvalue,Avalue,Mag
P19,0.19,0.0,large
P191,0.19,0.0,large
P193,0.19,0.0,large
P194,0.19,0.0,large
P195,0.22,0.0,large
P196,0.19,0.0,large
P197,0.19,0.0,large
P198,1.0,0.5,negligible
P199,0.19,0.0,large
P2,0.22,0.0,large
P20,1.0,0.5,negligible
P200,0.19,1.0,large
P201,0.19,0.0,large
P202,0.22,0.0,large
P203,0.19,0.0,large
P204,0.19,0.0,large
P205,0.19,0.0,large
P207,0.19,0.0,large
P209,0.22,0.0,large
P21,1.0,0.5,negligible
P210,0.22,0.0,large
P211,0.22,0.0,large
P212,0.22,0.0,large
P213,0.19,0.0,large
P214,0.22,0.0,large
P216,0.19,1.0,large
P218,0.19,0.0,large
P219,0.62,0.25,large
P22,0.22,0.0,large
P220,0.19,0.0,large
P224,1.0,0.5,negligible
P225,0.22,0.0,large
P226,0.19,0.0,large
P227,0.19,0.0,large
P228,0.19,0.0,large
P229,0.19,1.0,large
P23,0.19,1.0,large
P230,0.62,0.25,large
P231,0.19,0.0,large
P233,1.0,0.5,negligible
P234,0.19,0.0,large
P235,0.19,0.0,large
P237,0.22,0.0,large
P238,0.19,0.0,large
P239,1.0,0.5,negligible
P24,0.19,0.0,large
P240,0.22,0.0,large
P241,0.19,0.0,large
P243,0.19,0.0,large
P244,0.19,0.0,large
P245,1.0,0.5,negligible
P247,0.19,0.0,large
P249,0.19,0.0,large
P25,0.19,1.0,large
P250,0.19,0.0,large
P251,0.22,0.0,large
P252,1.0,0.5,negligible
P253,1.0,0.5,negligible
P256,0.19,0.0,large
P258,0.22,0.0,large
P26,0.19,0.0,large
P260,0.22,0.0,large
P261,0.22,0.0,large
P262,0.22,0.0,large
P263,0.22,0.0,large
P264,0.19,0.0,large
P265,0.22,0.0,large
P266,0.19,0.0,large
P267,0.19,0.0,large
P268,0.19,1.0,large
P269,0.19,0.0,large
P270,0.19,0.0,large
P271,0.19,0.0,large
P272,0.19,0.0,large
P273,0.22,0.0,large
P274,0.22,0.0,large
P275,0.19,0.0,large
P276,0.19,0.0,large
P277,0.19,0.0,large
P278,0.19,0.0,large
P279,0.19,0.0,large
P28,1.0,0.5,negligible
P281,0.19,0.0,large
P282,0.19,0.0,large
P283,0.19,0.0,large
P284,0.19,0.0,large
P285,0.19,0.0,large
P286,0.19,0.0,large
P288,0.19,0.0,large
P289,0.19,0.0,large
P29,1.0,0.5,negligible
P291,0.22,0.0,large
P292,0.22,0.0,large
P293,0.22,0.0,large
P295,0.22,1.0,large
P296,0.19,0.0,large
P297,0.19,0.0,large
P298,0.19,0.0,large
P299,0.19,0.0,large
P3,0.19,0.0,large
P30,0.19,0.0,large
P300,0.19,0.0,large
P301,0.22,0.0,large
P302,0.22,0.0,large
P303,0.19,0.0,large
P305,0.62,0.75,large
P306,0.19,0.0,large
P308,1.0,0.5,negligible
P309,0.22,0.0,large
P31,0.19,0.0,large
P310,0.19,0.0,large
P311,0.19,0.0,large
P312,0.19,0.0,large
P314,0.19,1.0,large
P315,0.19,0.0,large
P316,0.19,0.0,large
P319,0.22,1.0,large
P32,0.19,0.0,large
P320,0.19,0.0,large
P321,0.19,0.0,large
P322,0.19,0.0,large
P324,0.22,0.0,large
P325,0.19,0.0,large
P327,0.19,0.0,large
P33,0.19,0.0,large
P330,0.22,0.0,large
P331,0.19,0.0,large
P332,0.22,0.0,large
P333,0.22,0.0,large
P335,1.0,0.5,negligible
P336,0.19,0.0,large
P337,0.19,0.0,large
P338,0.19,0.0,large
P339,0.19,0.0,large
P34,0.19,1.0,large
P340,1.0,0.5,negligible
P341,0.22,0.0,large
P342,0.19,0.0,large
P343,0.19,0.0,large
P344,0.19,0.0,large
P345,0.22,1.0,large
P346,0.19,0.0,large
P347,0.19,0.0,large
P348,0.19,0.0,large
P35,0.19,0.0,large
P351,0.19,0.0,large
P352,0.22,0.0,large
P353,0.19,0.0,large
P354,0.22,0.0,large
P355,0.19,0.0,large
P356,0.19,0.0,large
P357,0.19,0.0,large
P358,0.19,0.0,large
P359,0.22,0.0,large
P36,0.22,0.0,large
P360,0.22,1.0,large
P361,0.22,0.0,large
P362,0.62,0.25,large
P363,0.19,0.0,large
P364,0.19,0.0,large
P366,0.22,0.0,large
P367,0.19,1.0,large
P368,0.22,0.0,large
P370,0.19,0.0,large
P371,0.19,0.0,large
P372,0.19,0.0,large
P374,0.19,0.0,large
P375,0.19,0.0,large
P376,0.19,1.0,large
P378,0.19,0.0,large
P379,0.19,1.0,large
P38,0.19,0.0,large
P380,0.22,0.0,large
P383,0.19,0.0,large
P384,0.22,0.0,large
P385,0.19,0.0,large
P386,0.22,0.0,large
P387,0.19,1.0,large
P388,0.19,0.0,large
P389,0.19,0.0,large
P39,0.62,0.25,large
P390,0.19,0.0,large
P391,0.19,0.0,large
P392,0.19,0.0,large
P395,0.19,0.0,large
P396,0.19,0.0,large
P397,0.19,0.0,large
P398,0.19,0.0,large
P399,0.19,1.0,large
P4,0.22,0.0,large
P40,0.22,0.0,large
P400,0.19,1.0,large
P401,0.19,0.0,large
P404,0.22,0.0,large
P405,0.19,1.0,large
P406,0.62,0.25,large
P407,0.19,0.0,large
P409,0.19,0.0,large
P41,0.19,0.0,large
P410,0.19,0.0,large
P411,0.19,0.0,large
P412,0.19,0.0,large
P413,0.19,0.0,large
P414,0.19,0.0,large
P415,1.0,0.5,negligible
P416,0.19,0.0,large
P417,0.22,0.0,large
P418,0.19,0.0,large
P419,0.22,0.0,large
P42,0.19,0.0,large
P420,0.19,0.0,large
P421,0.19,0.0,large
P422,0.19,0.0,large
P424,0.19,0.0,large
P425,0.19,0.0,large
P426,1.0,0.5,negligible
P428,0.62,0.25,large
P429,0.62,0.75,large
P43,0.19,0.0,large
P431,0.19,0.0,large
P432,0.19,0.0,large
P433,0.19,1.0,large
P435,0.19,0.0,large
P436,0.19,0.0,large
P437,0.22,0.0,large
P439,0.22,0.0,large
P44,0.19,0.0,large
P440,0.19,0.0,large
P441,0.19,0.0,large
P442,0.19,0.0,large
P443,0.19,0.0,large
P444,0.19,0.0,large
P446,0.19,0.0,large
P447,0.19,0.0,large
P448,0.62,0.75,large
P45,0.19,0.0,large
P450,1.0,0.5,negligible
P451,0.19,0.0,large
P452,0.19,0.0,large
P453,0.19,0.0,large
P454,0.22,0.0,large
P455,0.22,0.0,large
P456,1.0,0.5,negligible
P457,0.19,0.0,large
P458,0.19,0.0,large
P459,0.22,0.0,large
P46,0.19,0.0,large
P460,0.19,0.0,large
P462,0.22,0.0,large
P463,0.22,0.0,large
P464,0.19,0.0,large
P465,0.62,0.25,large
P466,0.22,0.0,large
P469,0.19,1.0,large
P470,0.62,0.25,large
P471,0.22,0.0,large
P472,0.19,1.0,large
P473,1.0,0.5,negligible
P474,0.19,0.0,large
P475,0.19,0.0,large
P476,0.19,0.0,large
P478,0.19,0.0,large
P479,0.19,0.0,large
P48,1.0,0.5,negligible
P480,0.22,0.0,large
P481,0.19,0.0,large
P482,0.19,0.0,large
P484,0.19,0.0,large
P486,0.19,0.0,large
P489,0.19,0.0,large
P49,0.22,0.0,large
P490,0.22,0.0,large
P491,0.62,0.25,large
P492,0.19,0.0,large
P494,0.19,1.0,large
P495,0.19,1.0,large
P496,1.0,0.5,negligible
P497,0.19,0.0,large
P498,0.19,0.0,large
P499,0.19,0.0,large
P5,0.62,0.25,large
P50,0.19,0.0,large
P501,0.22,0.0,large
P505,0.19,0.0,large
P506,1.0,0.5,negligible
P507,0.19,0.0,large
P509,0.19,0.0,large
P510,0.19,0.0,large
P511,0.22,0.0,large
P512,0.19,0.0,large
P513,0.19,0.0,large
P514,0.22,0.0,large
P516,0.19,0.0,large
P517,0.19,0.0,large
P52,0.19,0.0,large
P520,0.22,0.0,large
P522,0.19,0.0,large
P523,0.22,0.0,large
P524,0.19,1.0,large
P525,0.22,0.0,large
P527,0.62,0.75,large
P528,0.22,0.0,large
P529,0.22,0.0,large
P530,0.22,0.0,large
P531,0.19,0.0,large
P532,0.19,0.0,large
P534,0.19,0.0,large
P535,0.22,0.0,large
P536,0.22,1.0,large
P538,0.22,0.0,large
P540,0.19,0.0,large
P541,1.0,0.5,negligible
P543,1.0,0.5,negligible
P544,1.0,0.5,negligible
P546,0.19,0.0,large
P547,0.19,0.0,large
P55,0.19,0.0,large
P553,0.22,0.0,large
P555,1.0,0.5,negligible
P556,0.62,0.25,large
P557,0.22,0.0,large
P558,0.22,0.0,large
P559,0.19,0.0,large
P56,0.22,1.0,large
P560,0.19,0.0,large
P561,0.22,1.0,large
P563,0.19,0.0,large
P564,0.22,0.0,large
P565,0.19,0.0,large
P566,0.19,0.0,large
P568,0.19,0.0,large
P569,0.19,0.0,large
P57,0.19,1.0,large
P570,0.19,0.0,large
P571,0.19,0.0,large
P572,0.19,0.0,large
P573,0.22,0.0,large
P575,0.19,1.0,large
P576,0.19,0.0,large
P577,0.19,0.0,large
P578,0.19,0.0,large
P580,0.22,0.0,large
P583,0.22,1.0,large
P584,0.19,0.0,large
P585,0.19,0.0,large
P586,0.22,0.0,large
P587,1.0,0.5,negligible
P588,0.19,0.0,large
P589,1.0,0.5,negligible
P59,0.19,0.0,large
P590,0.19,0.0,large
P591,0.19,0.0,large
P592,0.19,0.0,large
P593,0.19,1.0,large
P594,0.19,0.0,large
P595,0.19,1.0,large
P596,0.22,0.0,large
P597,0.22,0.0,large
P598,0.62,0.25,large
P599,0.19,0.0,large
P6,0.19,0.0,large
P60,0.19,0.0,large
P600,0.19,0.0,large
P601,0.19,0.0,large
P603,0.19,0.0,large
P604,1.0,0.5,negligible
P605,0.22,0.0,large
P606,0.19,0.0,large
P607,0.22,0.0,large
P608,1.0,0.5,negligible
P609,0.19,0.0,large
P610,0.19,0.0,large
P611,0.19,0.0,large
P613,0.19,0.0,large
P614,1.0,0.5,negligible
P615,1.0,0.5,negligible
P616,0.19,0.0,large
P617,0.19,1.0,large
P618,1.0,0.5,negligible
P619,0.19,0.0,large
P62,0.19,0.0,large
P620,0.19,0.0,large
P621,0.19,0.0,large
P622,0.22,0.0,large
P623,0.22,0.0,large
P624,0.22,0.0,large
P625,0.19,0.0,large
P627,0.62,0.25,large
P628,0.62,0.25,large
P63,0.19,0.0,large
P630,0.19,0.0,large
P631,0.19,0.0,large
P632,0.22,0.0,large
P633,0.19,0.0,large
P634,0.19,0.0,large
P635,0.19,0.0,large
P637,0.22,0.0,large
P638,0.22,0.0,large
P64,0.19,0.0,large
P640,1.0,0.5,negligible
P641,1.0,0.5,negligible
P642,0.19,0.0,large
P643,0.22,0.0,large
P645,0.22,0.0,large
P646,0.19,0.0,large
P647,0.19,0.0,large
P648,0.19,0.0,large
P649,1.0,0.5,negligible
P65,0.19,0.0,large
P650,0.22,0.0,large
P651,0.22,0.0,large
P654,0.22,0.0,large
P655,0.19,0.0,large
P656,0.22,0.0,large
P657,0.22,1.0,large
P658,0.19,0.0,large
P659,0.19,0.0,large
P660,0.19,0.0,large
P662,0.19,0.0,large
P663,0.22,0.0,large
P664,0.19,0.0,large
P665,0.19,0.0,large
P666,0.19,0.0,large
P667,0.62,0.75,large
P668,0.19,0.0,large
P669,0.19,0.0,large
P67,0.19,0.0,large
P671,0.19,1.0,large
P672,0.19,0.0,large
P674,0.22,0.0,large
P675,0.22,0.0,large
P676,0.22,1.0,large
P677,0.19,0.0,large
P678,0.19,0.0,large
P679,0.19,0.0,large
P68,0.19,0.0,large
P680,0.19,0.0,large
P681,0.19,0.0,large
P682,0.62,0.25,large
P683,0.19,0.0,large
P684,0.22,0.0,large
P685,0.19,0.0,large
P686,0.19,0.0,large
P688,0.19,0.0,large
P689,0.19,0.0,large
P690,0.19,0.0,large
P693,0.19,1.0,large
P694,0.19,0.0,large
P695,0.19,0.0,large
P696,0.19,0.0,large
P697,0.19,0.0,large
P698,1.0,0.5,negligible
P699,0.19,0.0,large
P7,0.22,0.0,large
P700,0.22,0.0,large
P701,0.22,0.0,large
P702,0.19,0.0,large
P703,1.0,0.5,negligible
P704,0.19,0.0,large
P705,0.19,0.0,large
P706,0.22,0.0,large
P707,0.19,1.0,large
P708,0.19,1.0,large
P709,0.22,0.0,large
P71,0.22,0.0,large
P710,0.22,0.0,large
P711,0.22,0.0,large
P712,0.22,0.0,large
P713,0.19,0.0,large
P714,0.19,0.0,large
P715,0.22,0.0,large
P716,0.19,0.0,large
P717,0.19,0.0,large
P718,0.19,0.0,large
P719,0.19,0.0,large
P72,0.22,0.0,large
P722,0.19,0.0,large
P724,0.19,0.0,large
P725,0.22,0.0,large
P726,0.22,0.0,large
P728,0.19,0.0,large
P729,0.19,1.0,large
P730,0.19,0.0,large
P731,0.22,0.0,large
P732,0.19,0.0,large
P733,1.0,0.5,negligible
P734,0.22,0.0,large
P736,0.22,0.0,large
P737,0.19,0.0,large
P738,0.19,0.0,large
P739,0.62,0.25,large
P74,0.22,0.0,large
P740,0.19,0.0,large
P741,0.19,0.0,large
P742,0.22,0.0,large
P744,0.22,0.0,large
P745,0.22,0.0,large
P746,1.0,0.5,negligible
P748,0.19,1.0,large
P749,0.19,0.0,large
P750,0.19,0.0,large
P751,0.19,0.0,large
P752,0.19,0.0,large
P753,0.22,0.0,large
P754,0.19,0.0,large
P755,0.19,0.0,large
P756,0.19,0.0,large
P757,0.19,0.0,large
P758,0.19,0.0,large
P759,0.22,0.0,large
P760,0.19,0.0,large
P761,0.62,0.75,large
P762,0.62,0.25,large
P763,0.19,1.0,large
P764,0.19,0.0,large
P765,0.19,0.0,large
P766,0.19,0.0,large
P768,0.19,0.0,large
P769,0.19,0.0,large
P77,0.19,0.0,large
P770,0.19,1.0,large
P771,0.19,0.0,large
P773,0.19,0.0,large
P774,1.0,0.5,negligible
P775,0.19,0.0,large
P776,0.19,0.0,large
P777,0.19,0.0,large
P778,0.22,0.0,large
P779,0.62,0.25,large
P780,0.19,0.0,large
P781,0.22,0.0,large
P783,0.22,0.0,large
P784,0.62,0.75,large
P785,0.19,0.0,large
P787,0.19,0.0,large
P788,1.0,0.5,negligible
P789,0.19,0.0,large
P79,0.19,0.0,large
P790,0.19,0.0,large
P791,0.22,0.0,large
P793,0.19,1.0,large
P796,1.0,0.5,negligible
P797,0.22,0.0,large
P798,0.22,0.0,large
P799,0.19,0.0,large
P8,0.62,0.25,large
P80,0.19,0.0,large
P800,0.22,0.0,large
P801,0.19,0.0,large
P802,0.19,0.0,large
P803,0.19,0.0,large
P804,0.19,1.0,large
P805,0.22,0.0,large
P806,0.19,0.0,large
P807,0.19,1.0,large
P809,0.19,0.0,large
P810,0.62,0.25,large
P813,0.22,0.0,large
P815,0.22,0.0,large
P817,0.19,0.0,large
P818,0.19,1.0,large
P819,0.22,0.0,large
P82,0.22,0.0,large
P822,0.22,0.0,large
P824,0.19,1.0,large
P825,0.19,0.0,large
P826,1.0,0.5,negligible
P828,0.19,0.0,large
P829,0.19,1.0,large
P83,0.19,1.0,large
P831,0.19,0.0,large
P833,0.19,0.0,large
P834,0.22,0.0,large
P836,0.22,0.0,large
P838,0.19,0.0,large
P839,0.19,0.0,large
P840,1.0,0.5,negligible
P841,1.0,0.5,negligible
P842,0.19,0.0,large
P843,0.19,0.0,large
P844,0.19,0.0,large
P846,0.19,0.0,large
P847,0.19,0.0,large
P848,0.22,0.0,large
P849,0.22,0.0,large
P85,0.19,0.0,large
P851,0.19,0.0,large
P852,0.19,0.0,large
P853,0.22,0.0,large
P854,0.22,0.0,large
P855,0.19,0.0,large
P857,1.0,0.5,negligible
P86,0.19,0.0,large
P860,0.19,0.0,large
P861,0.62,0.75,large
P862,0.19,1.0,large
P863,0.19,0.0,large
P864,0.22,0.0,large
P865,0.19,0.0,large
P866,0.19,0.0,large
P867,0.19,0.0,large
P869,0.22,0.0,large
P87,0.19,0.0,large
P870,0.19,0.0,large
P871,0.22,0.0,large
P872,0.19,0.0,large
P873,1.0,0.5,negligible
P875,0.62,0.25,large
P876,0.19,1.0,large
P877,0.19,0.0,large
P878,0.19,0.0,large
P880,0.19,0.0,large
P881,1.0,0.5,negligible
P882,0.19,0.0,large
P883,0.19,1.0,large
P884,0.19,1.0,large
P885,0.19,0.0,large
P886,0.19,0.0,large
P887,0.22,0.0,large
P888,0.22,0.0,large
P889,1.0,0.5,negligible
P89,0.22,0.0,large
P890,0.62,0.75,large
P893,0.19,0.0,large
P894,1.0,0.5,negligible
P895,0.19,0.0,large
P896,0.22,0.0,large
P897,0.22,0.0,large
P898,0.19,0.0,large
P9,0.19,0.0,large
P900,0.22,0.0,large
P901,1.0,0.5,negligible
P903,0.22,0.0,large
P904,0.19,0.0,large
P905,0.19,0.0,large
P906,0.19,1.0,large
P907,0.19,0.0,large
P908,0.19,0.0,large
P909,0.22,0.0,large
P91,0.22,0.0,large
P910,0.22,0.0,large
P912,0.19,0.0,large
P913,0.22,0.0,large
P914,0.22,0.0,large
P915,0.19,0.0,large
P916,1.0,0.5,negligible
P919,0.62,0.25,large
P92,0.22,0.0,large
P920,0.19,1.0,large
P921,0.19,0.0,large
P923,0.19,0.0,large
P925,0.22,0.0,large
P926,0.19,0.0,large
P927,0.19,0.0,large
P928,1.0,0.5,negligible
P93,0.22,0.0,large
P930,0.19,0.0,large
P932,0.19,0.0,large
P933,0.19,1.0,large
P934,0.19,1.0,large
P935,0.19,0.0,large
P936,0.19,0.0,large
P937,0.19,0.0,large
P938,0.19,1.0,large
P939,0.19,0.0,large
P94,0.19,0.0,large
P940,1.0,0.5,negligible
P941,0.22,0.0,large
P942,0.19,0.0,large
P943,0.19,0.0,large
P944,0.19,0.0,large
P945,0.19,0.0,large
P948,0.22,0.0,large
P949,0.19,0.0,large
P95,0.19,0.0,large
P950,0.19,0.0,large
P952,0.19,0.0,large
P953,0.22,0.0,large
P954,0.22,0.0,large
P955,0.19,0.0,large
P956,0.19,0.0,large
P957,0.19,0.0,large
P96,0.19,0.0,large
P960,0.62,0.25,large
P961,0.19,0.0,large
P962,0.19,0.0,large
P963,0.19,0.0,large
P964,0.22,0.0,large
P966,0.19,0.0,large
P967,0.19,0.0,large
P968,0.19,0.0,large
P970,0.19,0.0,large
P972,0.22,1.0,large
P973,0.19,0.0,large
P974,0.19,0.0,large
P976,0.22,1.0,large
P977,0.19,0.0,large
P978,0.19,0.0,large
P98,0.62,0.75,large
P980,0.19,1.0,large
P981,0.19,0.0,large
P982,0.22,0.0,large
P983,0.22,0.0,large
P984,0.19,0.0,large
P986,0.19,0.0,large
P987,0.19,0.0,large
P988,0.22,0.0,large
P99,0.19,0.0,large
P990,0.19,0.0,large
P991,0.19,0.0,large
P992,0.19,0.0,large
P993,0.22,0.0,large
P994,0.19,0.0,large
P997,0.62,0.25,large
P999,0.22,0.0,large
